ID;RUT;DV;NOMBRES;PATERNO;MATERNO;NAC_DIA;NAC_MES;NAC_ANHO;SEXO;DIRECCION;NRO;COMUNA;POSEE_LICENCIA;LICENCIA;ANTEOJOS
210;6193934;2;CARLOS;PIZARRO;SILVA;16;7;1986;2;LA ESTRELLA;1178;PUDAHUEL;1;B;0
211;2795302;6;OLGA;ARACENA;ARAYA;18;9;2001;1;TONGOY;5511;LA PINTANA;1;C;0
212;17941511;9;VANESSA;ESPINOZA;HIDALGO;17;4;2000;1;AV.;986;MAIPU;1;A;0
213;14444603;8;ALEJANDRA;RABANAL;ARANEDA;11;8;1992;1;PEDRO FONTOVA;4431;CONCHALI;1;A;0
214;5035315;K;MARIO;VEGA;BARRAZA;2;11;1988;2;PEDRO ONCAS;2842;SAN BERNARDO;1;B;0
215;7695230;2;JORGE;MIRANDA;SANCHEZ;14;9;1989;2;JOSE ARRIETA;6743;PEÑALOLEN;1;A;0
216;3359818;1;MARIA;CAMUS;OSORIO;21;7;1989;1;AV. RECOLETA;3336;RECOLETA;1;A;0
217;6271824;2;MARIA;MATURANA;GONZALEZ;22;6;1983;1;SANTA MARTA;5513;LO PRADO;1;A;0
218;7207825;K;CARLOS;MORENO;LEYTON;28;6;2002;2;AV. PEDRO AGUIRRE CERDA;2209;CERRILLOS;1;A;0
219;14350283;K;RODRIGO;OLIVARES;DONAIRE;24;7;2000;2;ISMAEL TOCORNAL;6992;SAN RAMON;1;A;0
220;10673573;5;ERICA;DIAZ;AHUMADA;1;12;1988;1;TENIENTE CRUZ;5742;CERRO NAVIA;1;A;1
221;17273448;0;LIBERTAD;VARGAS;LATRACH;27;11;1997;1;AV. LIBERTADOR BERNARDO OHIGGINS;5137;ESTACION CENTRAL;1;B;1
222;9491042;0;ALEX;ROJAS;MADRID;6;5;1986;2;CRISTOBAL COLON;1428;LAS CONDES;0; ;0
223;11433651;3;NELBA;HINOJOSA;GROSSI;26;5;1997;1;MATTA;7372;SANTIAGO;1;A;1
224;13947240;3;MAGDALENA;ARANEDA;NAVARRO;15;4;1989;1;CALETA AGUA DULCE;5244;PUENTE ALTO;1;B;0
225;16174571;5;HERNAN;CAMPOS;REVECO;21;7;1988;2;AV. CRISTOBAL COLON;2603;LAS CONDES;1;B;0
226;15850004;3;CAROLINA;GUERQUE;CASTILLO;26;11;1982;1;ROUGET DE LISLE;390;INDEPENDENCIA;1;A;0
227;18975664;K;PRISCILA;BARRAZA;ESTRADA;13;7;1998;1;JORGE ALESSANDRI;2632;LA REINA;1;B;0
228;10396064;9;ALBERTO;PIZARRO;CONTRERAS;9;12;1991;2;ALAMEDA FRENTE AL;665;ESTACION CENTRAL;1;A;0
229;5929010;K;MANUEL;SAEZ;NAVARRETE;29;7;1996;2;LA GALAXIA;3665;MAIPU;1;A;0
230;4859242;2;MARGARITA;DIAZ;HERRERA;25;9;1989;1;MILLANTU;3262;QUILICURA;1;B;0
231;10040530;K;OSCAR;GUZMAN;BRAVO;6;3;1995;2;PADRE HURTADO;8455;SAN BERNARDO;1;C;0
232;20122448;9;BASTIAN;OÑATE;MARIN;12;1;2001;2;FLORENCIO BARROS;7693;LAS CONDES;0; ;0
233;20205895;7;VALERIA;SALAZAR;BARRAZA;15;9;1996;1;BURGOS;9090;QUILICURA;1;C;0
234;17190042;5;JAIME;MONTECINO;ALARCON;18;9;1958;2;MARILUAN;5843;PEDRO AGUIRRE CERDA;1;A;1
235;7021479;2;JUAN;ASTORGA;FUENTES;9;2;2001;2;UNO PONIENTE;5733;ESTACION CENTRAL;1;A;1
236;7043400;8;GLORIA;MAGNANI;SOTO;1;8;2005;1;AV. RECOLETA;1765;RECOLETA;1;A;0
237;17905510;4;SOLEDAD;VALDES;ENCINA;30;1;2004;1;SERRANO;912;PUDAHUEL;1;A;0
238;10817209;6;RICARDO;URRUTIA;ARANCIBIA;11;7;2008;2;PEDRO RIVEROS;4385;QUILICURA;0; ;0
239;21150635;0;DEYSI;CUENCA;RIMASCA;12;4;2000;1;CATEDRAL;4195;SANTIAGO;1;C;0
240;11835861;9;FERNANDO;VALDES;VERA;21;12;1991;2;LOS AMERINDIOS;1639;QUILICURA;1;A;0
241;5021382;K;ENRIQUE;ZAVALA;PUEBLA;22;2;2009;2;ARTEMIO GUTIERREZ;6660;SAN JOAQUIN;1;A;0
242;3400343;2;DOMINGO;VALLE;ALVAREZ;20;8;1976;2;RIO COPIAPO;4252;PUDAHUEL;1;A;0
243;6558430;1;LUIS;ASTUDILLO;CABELLO;5;11;2007;2;NUEVA DE MATTE;4114;INDEPENDENCIA;1;B;0
244;19544911;2;CRISTOBAL;LEON;ARAYA;29;11;1993;2;AV. GRECIA;3097;PEÑALOLEN;1;B;0
245;6198457;7;FRANCISCO;ARANGUIZ;PEREZ;31;7;1985;2;PASTORAL;484;HUECHURABA;1;B;0
246;7519515;K;OLIVIA;NUÑEZ;FERNANDEZ;3;9;2001;1;AV. GRECIA;9154;PEÑALOLEN;1;C;0
247;15389376;4;CARMEN;ALEGRIA;FERNANDEZ;21;1;1999;1;EL MIRADOR;8254;CERRILLOS;1;B;0
248;18858145;5;SOFIA;MARTINEZ;CAMUS;21;5;1999;1;LOS PLATANOS;4942;CERRO NAVIA;1;A;0
249;4668507;5;BERNARDA;ASTORGA;BENITEZ;21;9;1995;1;LOS ZAPADORES;5326;RECOLETA;1;A;0
250;15749913;0;DIEGO;DONAIRE;PALMA;24;4;2001;2;COLLAHUASI;8411;LA FLORIDA;1;C;0
251;3839405;3;ADRIANA;ALBORNOZ;RUBIO;2;8;1989;1;NAVIDAD;4293;PEDRO AGUIRRE CERDA;1;A;0
252;9788120;0;MAURICIO;MUÑOZ;FIGUEROA;23;6;2001;2;1 DE MAYO;7884;PEDRO AGUIRRE CERDA;1;B;0
253;15417564;4;MARITZA;REYES;VICENCIO;1;12;1994;1;JUAN SEBASTIAN BACH;4658;SAN JOAQUIN;1;A;0
254;18424825;5;JOSE;SILVA;MERINO;3;1;1998;2;RIVERA;6604;INDEPENDENCIA;1;A;0
255;13196881;7;KAREN;VERGARA;CERDA;18;9;1995;1;CLAUDIO VICUÑA;6746;QUINTA NORMAL;1;B;0
256;13129716;5;PAOLA;VALDES;YAÑEZ;21;5;1985;1;PEDRO FONTOVA;2736;CONCHALI;1;C;1
257;5921461;6;ELBA;VELIZ;SANCHEZ;11;6;1988;1;AV. GRECIA;4488;ÑUÑOA;0; ;1
258;19260343;9;SCHLOMITH;ALAMOS;AVALOS;3;9;2007;1;NONATO COO;8190;PUENTE ALTO;1;C;0
259;16149426;7;MANUEL;MENESES;ROJAS;3;9;2007;2;ESTACION RUNGUE;7740;QUILICURA;1;C;1
260;17737309;5;FELIPE;HERNANDEZ;TORRES;9;7;2000;2;PJE. LOS PAPAGAYOS;3723;PUDAHUEL;1;C;0
261;19344555;1;AXEL;CORNEJO;MORALES;20;11;1990;2;LOS LAGOS;8029;PEÑALOLEN;0; ;0
262;19260813;9;MAXIMILIANO;MUÑOZ;FERNANDEZ;2;9;2000;2;LAGUNA DEL INCA;9854;PUENTE ALTO;1;C;0
263;14357784;8;CONSTANZA;VERA;ESPINOZA;19;2;2001;1;AV. SEMINARIO;7205;ÑUÑOA;1;B;1
264;17231626;3;SOLANLLY;TAMAYO;CAYUL;3;8;2006;1;CHORRILLOS;4986;RENCA;1;C;1
265;7375760;6;MARIA;TAPIA;DIAZ;28;9;2007;1;CALLE VEINTE;1136;PEÑALOLEN;1;A;0
266;19058288;4;JUAN;ALFARO;CORTEZ;28;2;1980;2;PORTO ALEGRE;9184;LA PINTANA;1;A;0
267;12757614;9;ABEL;BARRIA;ZAPATA;24;1;1986;2;EL EBANO;4417;QUILICURA;1;A;0
268;5634194;3;GERALDINA;GOMEZ;HERRERA;28;7;2000;1;MAULE;4858;SANTIAGO;1;C;1
269;5147594;1;ALFREDO;TORRES;IBACACHE;31;7;1980;2;FREIRE;3638;SAN BERNARDO;1;A;0
270;16427900;6;SUSANA;MIRANDA;PONCE;29;9;1986;1;GUSTAVO ROSS (ESQ.JAVIERA CARRERA);3349;MAIPU;1;B;1
271;19546786;2;MANUEL;LIZARDI;TORRES;13;7;1995;2;NATANIEL COX;3423;SANTIAGO;1;A;0
272;5197430;1;ALVARO;GONZALEZ;LORCA;2;10;1986;2;EL MENSAJERO;2875;LA PINTANA;1;B;0
273;12024083;8;OLGA;JAURE;NOGUERA;9;11;1988;1;SAN MIGUEL;5971;LA FLORIDA;1;A;0
274;5808243;0;FERNANDO;VERA;ROSS;15;6;1982;2;JALISCO;1131;LO ESPEJO;1;B;0
275;8821415;3;MANUEL;ORTEGA;ZUÑIGA;24;3;1994;2;LA PARROQUIA;2799;SAN RAMON;1;B;1
276;7040915;1;VICTORIA;GONZALEZ;DELGADILLO;25;6;1997;1;MAIPU;9702;MAIPU;1;A;0
277;9379098;7;MELANIA;FAUNDEZ;RODRIGUEZ;24;3;2002;1;BLANCO ENCALADA;3743;QUILICURA;1;B;0
278;16458746;0;TAMARA;ASTORGA;INFANTE;26;5;1997;1;SANTA ELENA;5633;PUENTE ALTO;1;B;0
279;7190566;7;OSVALDO;JARA;TAPIA;23;8;1989;2;PADUA;3668;CERRO NAVIA;1;B;0
280;2879608;0;CLARA;NUÑEZ;NUÑEZ;16;1;1986;1;MARIANO NECOCHEA;8254;CERRO NAVIA;1;C;1
281;5157822;8;DOMINGA;PEREZ;RIVERA;22;6;1977;1;LAS VIOLETAS;5942;CERRILLOS;1;A;0
282;19260553;9;VANESSA;MAGNANI;SALINAS;10;2;1965;1;AV. LA ESTRELLA;2848;PUDAHUEL;1;A;0
283;6598186;6;MARIA;ROJAS;MARTINEZ;8;7;1988;1;ZURICH NORTE;3557;LA CISTERNA;1;C;0
284;18332344;K;MANUEL;LOPEZ;LOPEZ;30;4;1991;2;PJE. ESTERO MAIQUEN;2517;QUILICURA;1;A;0
285;18859559;6;TANIA;NARANJO;HINOJOSA;14;11;1990;1;ASUNCION;3503;RECOLETA;1;A;0
286;6442198;0;ANGELICA;ROJAS;OSORIO;12;10;1986;1;SANTA FE;2234;SAN MIGUEL;1;A;0
287;12633748;5;SONYA;ALFARO;CAMILLA;13;10;1999;1;LOS CEREZOS;2059;PEÑALOLEN;1;C;0
288;9897749;K;EDUARDO;GODOY;GALLARDO;16;3;1988;2;JUAN BAUTISTA INOSTROZA;6077;CERRO NAVIA;1;C;0
289;20329463;8;NICOLE;MARTINEZ;CISTERNAS;7;1;1985;1;AV. FERNANDEZ ALBANO;8113;SAN RAMON;1;C;0
290;20129843;1;JUAN;NUÑEZ;MUÑOZ;9;10;1986;2;AV. SUR;6893;MAIPU;1;A;1
291;9005539;9;JESSICA;LAZO;QUEZADA;14;1;1988;1;JOSE JOAQUIN PEREZ;3200;CERRO NAVIA;1;A;0
292;6000660;1;MANUEL;GALAZ;ZUÑIGA;14;7;1996;2;EYZAGUIRRE;9601;SAN BERNARDO;1;A;0
293;18260010;5;ITALO;CACERES;VERGARA;6;11;1984;2;AV.;2116;ESTACION CENTRAL;1;C;0
294;5312536;0;JUAN;HIDALGO;VALENZUELA;10;8;1997;2;OCEANO;7192;PUDAHUEL;1;B;0
295;4283151;4;BLANCA;MATAMALA;TORRES;27;6;1997;1;CAMPO DE DEPORTES;2792;ÑUÑOA;1;B;0
296;18859796;3;FABIANA;MORALES;CEPEDA;9;9;1997;1;JUAN DE DIOS MALEBRAN;8994;PUENTE ALTO;1;C;1
297;14054295;4;LEONARDO;ROJAS;AGUILERA;30;1;1977;2;ERNESTO RIQUELME;2600;LA CISTERNA;0; ;0
298;16466121;0;REAL;HERMOSILLA;DEL;24;6;1977;2;AV. VITACURA FRENTE AL;1577;VITACURA;1;B;1
299;10170240;5;MANUEL;SALINAS;FUENTES;22;9;1998;2;LAS MISIONERAS;2612;PUDAHUEL;0; ;0
300;17942532;7;TERESA;SILVA;ALVARADO;20;12;1995;1;GABRIELA PONIENTE;1722;PUENTE ALTO;0; ;1
301;13196810;8;PABLO;DIAZ;MUÑOZ;5;12;1997;2;GENERAL PRIETO;1159;INDEPENDENCIA;1;B;0
302;9424398;K;LUIS;ALFARO;SUAREZ;28;12;1992;2;VOLCAN TACORA;6037;SAN BERNARDO;1;B;0
303;6149061;2;MARIA;PUEBLA;TORO;6;11;1985;1;EL COBRE;1012;ÑUÑOA;1;B;0
304;7105163;3;MARIA;VILLARRUEL;AYALA;17;8;2001;1;JUAN DE BARROS;7153;QUINTA NORMAL;1;C;0
305;14005252;3;JAVIER;ASTORGA;OLIVARES;6;10;2005;2;BLANCO ENCALADA;9198;SANTIAGO;1;A;0
306;9400538;8;LUIS;PEREZ;PIZARRO;16;2;1989;2;GENARO PRIETO;815;RECOLETA;1;B;1
307;4524683;3;JUANA;VERGARA;CANCINO;26;3;2004;1;CLEOPATRA;7104;LA FLORIDA;1;A;0
308;16799151;3;EDUARDO;RAMOS;GONZALEZ;15;7;1987;2;VOLCAN VILLARRICA;8399;QUILICURA;1;C;0
309;6622061;3;TRINIDAD;BARRAZA;URDANIVIA;11;12;1986;1;GUADALUPE;2323;LO ESPEJO;1;C;0
310;18093572;K;CAMILO;BENITEZ;POBLETE;13;8;1999;2;LA PALMILLA;9271;CONCHALI;1;C;1
311;13267363;2;MILTON;ESPARZA;GONZALEZ;6;1;1998;2;BERNARDINO PARADA;5207;LA PINTANA;1;B;0
312;12261337;2;JUAN;MARIN;ZAMORA;29;12;2000;2;SARGENTO REBOLLEDO;4040;EL BOSQUE;1;C;0
313;18331620;6;JONATHAN;VIDAL;BARRIOS;16;10;2002;2;JOAQUIN EDWARDS BELLO;2119;LA PINTANA;1;A;0
314;15417416;8;JUAN;VILLARROEL;TOLOZA;17;6;1986;2;SIERRA BELLA;2767;SANTIAGO;1;C;0
315;5196221;4;MARGARITA;DONAIRE;ESCOBAR;5;9;2006;1;TOMAS MORO FRENTE AL;2507;LAS CONDES;1;B;0
316;19408382;3;BRANDON;LABRA;ESPINOSA;14;3;1989;2;RIVADAVIA;3870;LAS CONDES;1;B;0
317;4363088;1;PEDRO;NARANJO;HERNANDEZ;7;9;1974;2;ARTESANOS;8016;RECOLETA;1;C;1
318;19708549;5;KIM;ROLDAN;COFRE;7;9;1998;1;URMENETA;6404;RECOLETA;1;A;0
319;7048403;K;JUAN;OLIVARES;ZAMORA;29;10;1985;2;EL FILODENDRO;4792;MAIPU;1;C;0
320;17273473;1;MARIA;ZUÑIGA;FLORES;13;3;1991;1;BALMACEDA;3082;RENCA;1;C;0
321;3657353;8;BERNARDO;ROCO;VILLARROEL;20;5;2007;2;ANDRES DE USTARIZ;6152;QUINTA NORMAL;1;B;0
322;18535635;3;NICOLAS;ASTUDILLO;PARDO;9;1;1989;2;GRECIA;3220;ÑUÑOA;1;C;1
323;5787769;3;JAVIER;BERRIOS;CAILLAUX;23;4;1998;2;RIO CLARO;4703;PUENTE ALTO;1;B;0
324;4462073;1;GABRIEL;DONAIRE;ESCOBAR;11;5;1996;2;POZO AL MONTE;464;LAS CONDES;1;A;0
325;13196865;5;PLACIDO;ROJAS;FABREGA;10;7;2003;2;MAR DE DRAKE;3093;PUDAHUEL;1;A;0
326;16803673;6;CAMILA;SALAMANCA;SALAMANCA;4;5;1994;1;AV. VIEL;4621;SANTIAGO;1;A;0
327;1347158;4;DENIS;GILLET;BRUCE;22;11;2000;2;EL OMBU;1768;LA PINTANA;1;C;1
328;8718691;1;RICARDO;GONZALEZ;LEIVA;21;6;1982;2;GALVARINO;4723;CERRO NAVIA;1;B;0
329;18454043;6;DOMINGO;SANCHEZ;MEDINA;4;3;1995;2;TERRAZAS;1848;MAIPU;1;A;0
330;15207421;2;KARIN;VALENZUELA;JARA;30;4;1990;1;AV. SANTA ROSA;7327;SAN MIGUEL;1;A;0
331;13353458;K;LUZ;RAMOS;PAREDES;9;2;2004;1;CLOTARIO BLEST;3186;LO ESPEJO;1;A;0
332;14290582;5;ANA;SAAVEDRA;ABALLAY;27;11;1988;1;LUIS CARRERA FRENTE AL;698;VITACURA;0; ;0
333;16149879;3;JOHNY;YANQUE;AVENDAÑO;11;5;1994;2;3 SUR;3746;LO ESPEJO;1;B;0
334;7586560;0;DEMOFILA;BAHAMONDES;LOPEZ;10;9;1997;1;TIERRA DEL FUEGO FRENTE AL;4841;PUDAHUEL;1;A;0
335;12772317;6;ABEL;AGUILERA;ROCHA;21;3;2003;2;BELARMINO MONASTERIO;9446;QUILICURA;1;A;0
336;13889299;9;PILAR;PEREZ;ESCOBAR;3;6;1992;1;OSCAR CHANKS;1053;QUINTA NORMAL;1;C;0
337;7043346;K;MARISOL;URZUA;ARAYA;30;3;1990;1;MICHAY;946;RENCA;0; ;1
338;7505468;8;SERGIO;ASTORGA;HIDALGO;6;2;1991;2;NUEVA SAN MARTIN;8766;MAIPU;0; ;0
339;18332509;4;EDGAR;SANCHEZ;ARIAS;6;6;1992;2;PEDRO AGUIRRE CERDA;4668;SAN RAMON;1;A;0
340;13246005;1;MARCO;SOTO;QUIROZ;2;11;1992;2;ROMA;1479;CERRO NAVIA;1;B;1
341;14129934;4;MACARENA;MORALES;ROMERO;30;11;1994;1;BARON DE JURA REALES;6072;CONCHALI;0; ;0
342;5443207;0;JORGE;CASTILLO;VASQUEZ;15;10;1996;2;LAS MARGARITAS;3959;RENCA;1;A;0
343;17109971;4;ABRAHAM;OBANDO;PUELMA;28;9;1989;2;DEMIAN;7954;MAIPU;0; ;0
344;16453638;6;CESAR;VELIS;GONZALEZ;3;1;1985;2;AV. EYZAGUIRRE;7327;SAN BERNARDO;1;B;0
345;19406509;4;JOSE;TAPIA;DIAZ;7;3;1988;2;3 ORIENTE;1035;PEDRO AGUIRRE CERDA;1;A;1
346;10340104;6;MARIA;ERAZO;MOLINA;28;12;1985;1;AV. SUR;3733;MAIPU;1;A;0
347;5748426;8;ANTONIO;FERNANDEZ;MIRANDA;14;10;1996;2;PJE. SENADO;2970;PUDAHUEL;1;A;0
348;18330971;4;GABRIEL;BENITEZ;RIVERA;16;6;1992;2;GENERAL SILVA;3441;EL BOSQUE;1;C;1
349;12874135;6;CECILIA;SEVERICH;VERGARA;4;8;1994;1;GRAN AVENIDA;7540;SAN MIGUEL;1;A;0
350;13984578;1;EUGENIO;BRITO;VILLALON;17;7;1995;2;RIO ITATA;9383;LA PINTANA;1;A;1
351;16976541;3;CLAUDIO;HEREDIA;GOMEZ;12;4;1988;2;ADELA MARTINEZ;8817;RECOLETA;1;C;0
352;12030910;2;SOLEDAD;PEÑA;IBARRA;4;9;2007;1;CALAMA;3248;LA REINA;1;A;0
353;6168622;3;MAFALDA;RIVERA;MELELLI;19;1;1992;1;DEL PARQUE;3949;ESTACION CENTRAL;1;C;0
354;12246043;6;PATRICIA;VALENZUELA;ESCAFF;9;7;1999;1;SAN FRANCISCO;9185;PUDAHUEL;1;A;0
355;12669492;K;ANGELICA;GALVEZ;ALVARADO;7;1;2004;1;LOS TILOS;3011;CERRILLOS;1;C;1
356;11298440;2;RUTH;BECERRA;VASQUEZ;13;9;2004;1;EL FRUTO PONIENTE;8086;PUENTE ALTO;1;A;0
357;19859297;8;HANS;MATURANA;MARTINEZ;12;1;1987;2;LOS MARROQUINEROS;6981;PEÑALOLEN;1;C;0
358;16653853;K;CHRISTIAN;AMUNATEGUI;ALFARO;18;11;1986;2;DOCE SUR;6710;LO ESPEJO;0; ;0
359;12590609;5;ANDREA;ORELLANA;CARCAMO;3;4;1990;1;LAS PETUNIAS;7123;HUECHURABA;1;A;0
360;5868379;5;LUPE;VASQUEZ;QUEZADA;11;4;2007;1;AUGUSTO VILLANUEVA;7999;ÑUÑOA;1;A;0
361;11415556;K;GABRIEL;ALTAMIRANO;FERRADA;11;2;1999;2;AV. SAN CARLOS;9462;PUENTE ALTO;1;B;1
362;8038317;7;RAMON;MUÑOZ;AGUILAR;10;2;1994;2;PHILIPPE COUSTEAU;9473;SAN BERNARDO;1;A;0
363;10044072;5;BRISA;ZUÑIGA;GUZMAN;6;5;1999;1;LOS ORIENTALES;5698;PEÑALOLEN;1;C;1
364;6784482;3;MARIA;FIGUEROA;HIDALGO;8;6;1998;1;GENERAL ARRIAGADA;1495;LA PINTANA;0; ;0
365;12654424;3;MARINA;MOLINA;ORTEGA;2;5;2000;1;RIO BACKER;5638;SAN BERNARDO;1;B;0
366;16531050;0;CATERINE;GUZMAN;CAMUS;24;10;1989;1;CHUNGARA;3844;MAIPU;0; ;0
367;18753828;9;FRANCISCA;MOLINA;GOMEZ;9;2;2001;1;SAN FRANCISCO;7114;LA PINTANA;1;C;0
368;11387120;2;LUIS;OLIVARES;DELGADILLO;23;10;2006;2;CHIGUAYANTE;5835;SAN BERNARDO;1;A;0
369;18332242;7;MATIAS;DUQUE;HERRERA;19;10;1992;2;AV. IRARRAZAVAL;6783;ÑUÑOA;1;B;0
370;17109145;4;JUAN;PLAZA;AHUMADA;24;11;2004;2;ARTURO PRAT;2377;SANTIAGO;1;B;0
371;11738752;6;VIOLETA;ROJAS;MIRANDA;22;8;1989;1;SAN IGNACIO;6446;SANTIAGO;1;C;1
372;7994210;3;MARIA;REBOLLEDO;CANALES;7;7;2005;1;AV. INDEPENDENCIA;3680;CONCHALI;1;A;0
373;6382942;0;LUIS;ASTORGA;SOTO;6;7;1988;2;PARQUE DOS;6949;PEÑALOLEN;1;B;0
374;12827274;7;IVAN;FIGUEROA;MORALES;14;9;1989;2;PIRINEOS;3082;SAN BERNARDO;1;A;0
375;5604527;9;MAGDALENA;CISTERNA;RECABARREN;2;2;1985;1;TALCAHUANO;3848;QUINTA NORMAL;1;C;1
376;8827462;8;GABRIEL;MIRANDA;VICENCIO;3;5;2001;2;ESTERO COTRAUCO;3100;QUILICURA;1;A;1
377;16426512;9;CYNTHIA;PULGAR;CANALES;4;3;1987;1;AV. LO MARCOLETA;3319;QUILICURA;1;A;0
378;5701951;4;ADALITA;LEIVA;LEIVA;11;3;1982;1;MAPOCHO SUR;417;CERRO NAVIA;1;C;1
379;11855979;7;MANUEL;SAGREDO;LLANCAMIL;13;4;2005;2;PJE. ARES;818;RENCA;1;C;0
380;19579627;0;KEVIN;BRAVO;MIRANDA;10;5;1988;2;MAR DE CHILE;4879;CERRO NAVIA;1;A;0
381;13754515;2;LUIS;GONZALEZ;GAJARDO;9;11;1998;2;LAS ROSAS;552;LA PINTANA;1;C;0
382;19162627;3;TANIA;PIZARRO;MARTINEZ;15;12;2016;1;ISTRIA;6041;CERRO NAVIA;1;A;1
383;16553267;8;TAMARA;SEPULVEDA;PARRA;9;11;1992;1;HECTOR ORREGO;4398;CERRILLOS;1;A;0
384;9205264;8;SALOMON;SERRANO;REVECO;2;6;1986;2;MONTE EREBUS;9039;QUILICURA;1;C;1
385;17196628;0;KARINA;ZAMORA;MORENO;10;11;1988;1;TRANSITO;3367;QUINTA NORMAL;1;B;0
386;2894241;9;JOSE;VERGARA;ORTEGA;16;6;2005;2;RAMON CRUZ MONTT;966;MACUL;1;C;0
387;19794474;9;FRANCISCA;ZUÑIGA;GONZALEZ;1;12;1994;1;MARCO ANTONIO;7760;MAIPU;1;A;1
388;17729729;1;CLAUDIA;GOMEZ;BREVIS;3;6;2000;1;FRANCISCO VILLAGRA;1526;ÑUÑOA;1;C;0
389;13567025;1;ROMINA;MAMANI;QUIÑONES;25;6;1988;1;JOSE MANUEL BALMACEDA;2091;LA PINTANA;0; ;0
390;16918233;7;CRISTOPHER;PEREZ;MUÑOZ;19;3;2003;2;GENERAL ARRIAGADA;2029;LA FLORIDA;1;C;1
391;14494246;9;JAIME;VALENCIA;CORROTEA;11;6;1992;2;EL BOSQUE;1160;LA PINTANA;1;B;1
392;8798192;4;MIRZA;ROJAS;TELLEZ;29;5;1998;1;MANANTIALES;484;CERRO NAVIA;1;C;1
393;12877590;0;JUANA;ORDENES;BRAVO;19;11;1997;1;EL SALTO;7772;RECOLETA;1;C;0
394;18627065;7;FRANCISCA;BUSTAMANTE;FLORES;12;9;1993;1;AV. LARRAIN;1115;LA REINA;1;A;0
395;3982117;6;PASCUALA;ARAVENA;ARAVENA;13;8;1987;1;GRAN AVENIDA JOSE MIGUEL CARRERA;2569;LA CISTERNA;1;C;0
396;15749877;0;YENIFER;SEREY;SEREY;17;4;1995;1;ALCALDE PEDRO ALARCON;8522;SAN JOAQUIN;0; ;0
397;11490904;1;JOANNA;VEAS;SOLAR;8;4;1989;1;SANTA MARTA;1236;SAN BERNARDO;1;B;1
398;19112602;5;MARIO;NUÑEZ;ARRIAZA;6;6;2002;2;OMBU;1515;LA PINTANA;1;B;0
399;18865107;0;ESTRELLA;FRES;CATALDO;16;11;2004;1;PARQUE CENTRAL PONIENTE;3382;MAIPU;0; ;0
400;10412082;2;MARIA;OÑATE;VIDAL;29;4;1990;1;LOS SAUCES;792;QUINTA NORMAL;1;A;0
401;9001068;9;ERNA;GODOY;GALLARDO;15;1;2002;1;POLCURA;4051;PEÑALOLEN;1;A;0
402;7302665;2;CRISTEL;MATURANA;DONOSO;24;1;1986;1;PJE. LAGUNAS;9180;RENCA;1;A;0
403;8332361;2;SALVADOR;NORIEGA;BERRIOS;12;4;1989;2;ALBERTO LLONA;8309;MAIPU;1;A;0
404;13196806;K;YINELA;TAPIA;ESPINOZA;22;2;2001;1;PARINACOTA;922;LA REINA;1;A;0
405;4102358;9;TRANSITO;ORTEGA;HERNANDEZ;29;10;1993;2;MARIN;8038;SANTIAGO;1;B;0
406;12827329;8;YESICA;BEIZA;COFRE;4;4;1994;1;AV. LOS CERRILLOS;1100;PEDRO AGUIRRE CERDA;1;A;0
407;12650206;0;MARCELA;ORELLANA;GAC;20;10;2001;1;POZO AL MONTE;8295;MAIPU;1;C;0
408;3784832;8;HORTENSIA;RAMOS;FERNANDEZ;19;4;1998;1;GUILLERMO MANN FRENTE AL;4916;ÑUÑOA;1;B;0
409;13981153;4;HECTOR;UGALDE;LAZCANO;20;8;2004;2;PJE. HERCULES;8050;RENCA;1;B;1
410;16375626;9;LUIS;CAMACHO;COÑOMAN;2;11;1990;2;CRUZ;1797;INDEPENDENCIA;1;A;1
411;11861510;7;ANDRES;GOMEZ;SEPULVEDA;30;6;2005;2;GENERAL BLANCHE;6511;LAS CONDES;0; ;0
412;3933955;2;ARTURO;GUERRA;ELGUIN;19;8;1986;2;LUIS INFANTE CERDA;9050;ESTACION CENTRAL;1;B;0
413;20224238;3;MARIANA;VIDAL;BARRIOS;25;5;1979;1;SANTA MARTA;8516;SAN BERNARDO;1;C;0
414;2748752;1;NELIDA;CIMINO;GONZALEZ;20;12;2005;1;ISLA OWEN;940;PUDAHUEL;1;A;0
415;16372002;7;CAROLINA;MUÑOZ;JORQUERA;28;2;1990;1;EL FUNDO;9565;PUDAHUEL;1;C;1
416;5714297;9;STELLA;RIVERA;RETAMALES;30;8;2003;1;BOYERO;2919;LO ESPEJO;1;C;0
417;17731146;4;NICOLE;SEPULVEDA;CORDERO;27;10;2002;1;EL MOLINO;1339;PUDAHUEL;1;A;0
418;10046002;5;ALEJANDRA;GONZALEZ;DIAZ;5;5;1999;1;VILLA SUR;4220;PEDRO AGUIRRE CERDA;1;A;0
419;18241018;7;ISAIAS;SOTO;VILLALON;16;7;1982;2;JUAN LUIS SANFUENTES;9778;SAN RAMON;1;B;0
420;6441678;2;LUZMIRA;SALINAS;FREZ;31;3;1986;1;BELLAVISTA;3756;RECOLETA;1;B;0
421;14125167;8;CAROL;CASANOVA;APABLAZA;12;3;1990;1;NICOLAS DE GARNICA;7640;RECOLETA;1;B;0
422;5705320;8;OTILIA;SILVA;JERIA;21;1;1999;1;SANTA CECILIA;5314;PUDAHUEL;1;A;0
423;13369437;4;SOLANYELA;MORALES;DONOSO;11;4;1991;1;ECLIPSES;6860;MACUL;1;A;0
